sampleName	originalIndex	Cell.Type..Samples	MajorType	GabaDeep	CellType	forContanim	Normalize	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	Notes	Astrocyte	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	Astrocyte	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	MeanCont
GSM63033	26	S_yfp_cg: GSM63033, GSM63034, GSM63035	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layer 6 Cingulate Cortex	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3512498351	0.45697768	0.12498942	0.4630260632	0.429197348	0.7206359705	0.2831516837	0.4292134435	0.3682830347	0.3025825295	0.1891848093	0.3715397737	0.3724421392	0.2165978908	0.4506993814	0.3686514002
GSM63034	26	S_yfp_cg: GSM63033, GSM63034, GSM63035	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layer 6 Cingulate Cortex	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3113756964	0.5237183592	0.1333368871	0.5093228468	0.4428258061	0.6675652151	0.3012837032	0.4296434801	0.388530563	0.2980478875	0.1880603696	0.3097825603	0.364187449	0.2110208297	0.3807000042	0.3639601105
GSM63035	26	S_yfp_cg: GSM63033, GSM63034, GSM63035	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layer 6 Cingulate Cortex	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2867754254	0.5539710499	0.1117450177	0.5043839432	0.4425567076	0.7097432347	0.3021057407	0.4621925153	0.3795956085	0.3204662896	0.1261530772	0.3335723624	0.3367302593	0.1640398751	0.4237231755	0.3638502855
GSM63039	27	S_yfp_si: GSM63039, GSM63040, GSM63041	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6, Somatosensory Cortex	46-80	61	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3239966412	0.4581580044	0.1538837096	0.5002641944	0.411890879	0.3245128498	0.3267335036	0.3862176728	0.3976072585	0.3702436225	0.209761259	0.3903663805	0.349753676	0.231767901	0.5253821812	0.3573693156
GSM63040	27	S_yfp_si: GSM63039, GSM63040, GSM63041	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6, Somatosensory Cortex	46-80	61	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2801164399	0.3940122386	0.1327589745	0.4956689192	0.3912986057	0.4082144669	0.3017134407	0.3815032834	0.3489518252	0.2833012616	0.1990362299	0.2949771033	0.3091206009	0.1668470152	0.4243487645	0.320791278
GSM63041	27	S_yfp_si: GSM63039, GSM63040, GSM63041	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6, Somatosensory Cortex	46-80	61	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3617566021	0.43337545	0.1786764283	0.4925649892	0.4444250379	0.4105137033	0.3269470388	0.3734158453	0.3576254324	0.3656623831	0.1611594111	0.3083895522	0.3147504493	0.1747975393	0.4527354623	0.343786355
GSM63036	28	S_bcg: GSM63036, GSM63037, GSM63038	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6 Cingulate Cortex	46-80	62	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3301233585	0.4945441501	0.1525810251	0.5320375136	0.4450964243	0.7888929086	0.3462803426	0.4482100924	0.3960905483	0.2924404728	0.1440560241	0.3878903919	0.3632343645	0.2949358978	0.4179082149	0.388954782
GSM63037	28	S_bcg: GSM63036, GSM63037, GSM63038	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6 Cingulate Cortex	46-80	62	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2983217422	0.4410753082	0.14720634	0.4935537409	0.3589054013	0.7956310205	0.2694230689	0.4176219184	0.3491262454	0.321948027	0.1953408124	0.3822357926	0.365736459	0.1383875392	0.4187419163	0.3595503555
GSM63038	28	S_bcg: GSM63036, GSM63037, GSM63038	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6 Cingulate Cortex	46-80	62	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3659297242	0.4197929074	0.1537070507	0.5356882772	0.4061102209	0.7545852514	0.4396645722	0.4523466721	0.4187418797	0.3042622385	0.2396338712	0.4152101647	0.4323110544	0.2069296765	0.4605308937	0.4003629636
GSM63045	29	S_yfp_a:y111a,y120a,y90a: GSM63045, GSM63046, GSM63047	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Amygdala	Amygdala	46-80	63	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3419463098	0.5843146524	0.1778967913	0.5491244093	0.4045793218	0.9000635512	0.3078115261	0.4502269108	0.3787230346	0.3282716072	0.2039857748	0.3193841072	0.3779688024	0.3039951815	0.4724756984	0.4067178453
GSM63046	29	S_yfp_a:y111a,y120a,y90a: GSM63045, GSM63046, GSM63047	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Amygdala	Amygdala	46-80	63	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3552600591	0.4955517881	0.1978403093	0.5058888873	0.447991029	0.9421341372	0.3529176268	0.4631199253	0.3867457408	0.3518845164	0.1805548861	0.4014569701	0.3834541026	0.2066294257	0.46660103	0.4092020289
GSM63047	29	S_yfp_a:y111a,y120a,y90a: GSM63045, GSM63046, GSM63047	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Amygdala	Amygdala	46-80	63	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3443932583	0.5122235716	0.1639916233	0.509680321	0.4098889378	0.9233593311	0.4146633963	0.4858125575	0.368005615	0.3290312138	0.1534533459	0.36747608	0.3567796807	0.1736282001	0.4514086089	0.3975863828
GSM63042	30	S_yfp_h:y104h,y43h,y81h: GSM63042, GSM63043, GSM63044	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Hippocampus	Hippocampus	46-80	64	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3605379643	0.4098936814	0.1670634706	0.591355522	0.4427162813	0.9871919032	0.3868631884	0.4592472965	0.4075387109	0.321574729	0.2347346377	0.3881943399	0.4482201953	0.2217488698	0.4362775024	0.4175438862
GSM63043	30	S_yfp_h:y104h,y43h,y81h: GSM63042, GSM63043, GSM63044	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Hippocampus	Hippocampus	46-80	64	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3055222248	0.4873944773	0.1924452292	0.6258824391	0.43994848	0.9037609876	0.4068721026	0.4969857672	0.3727018227	0.3620372411	0.2183810399	0.3208444005	0.4026734158	0.2016596163	0.4595452721	0.4131103011
GSM63044	30	S_yfp_h:y104h,y43h,y81h: GSM63042, GSM63043, GSM63044	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Hippocampus	Hippocampus	46-80	64	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3967254288	0.5185464394	0.1413284745	0.5862235103	0.4251179263	0.8765463738	0.3105133336	0.5150517173	0.3934703743	0.3656392157	0.1913865435	0.3751825504	0.3998996666	0.1706894938	0.4044437423	0.4047176527
GSM63048	31	S_g30_a:s44am,s61am,s63am GSE2882 for all sugino: GSM63048, GSM63049, GSM63050	Neuron	Gluta	Gluta	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	Amygdala	Amygdala	46-80	65	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3412707768	0.5835618431	0.1785600312	0.5351441197	0.4102688012	0.9757656404	0.3338237877	0.476819318	0.3936561264	0.3121390258	0.2512843184	0.3806557183	0.4390174921	0.3949951199	0.4332347229	0.4293464561
GSM63049	31	S_g30_a:s44am,s61am,s63am GSE2882 for all sugino: GSM63048, GSM63049, GSM63050	Neuron	Gluta	Gluta	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	Amygdala	Amygdala	46-80	65	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.356413275	0.5553396021	0.1680328994	0.5346806904	0.4157248862	0.9938406365	0.3826621167	0.4327238184	0.4286763876	0.4134560216	0.273218124	0.3577532076	0.3948165689	0.4596798519	0.4203170982	0.439155679
GSM63050	31	S_g30_a:s44am,s61am,s63am GSE2882 for all sugino: GSM63048, GSM63049, GSM63050	Neuron	Gluta	Gluta	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	Amygdala	Amygdala	46-80	65	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3299108828	0.6240803156	0.1690474396	0.5120427908	0.4640783821	1	0.4268530658	0.4621267675	0.411189037	0.370968407	0.2464441282	0.3274786678	0.4299402607	0.4321258984	0.4405606445	0.4431231125
GSM63024	32	S_g30_cg GSM63024, GSM63025, GSM63026	Neuron	GabaVIPReln	Gaba	Gabaergic	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Cingulate Cortex	46-80	66	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3118397951	0.5055392671	0.1311300012	0.4294161066	0.4523037357	0.4166757902	0.3611333282	0.3868977938	0.4028312068	0.4131279952	0.1913981864	0.4288269763	0.3464240263	0.2319546205	0.5184394813	0.3685292207
GSM63025	32	S_g30_cg GSM63024, GSM63025, GSM63026	Neuron	GabaVIPReln	Gaba	Gabaergic	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Cingulate Cortex	46-80	66	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3193860108	0.5136715594	0.1927009272	0.4474153393	0.4114842532	0.4528790513	0.3156951203	0.33119593	0.3963697465	0.3211533822	0.1780796777	0.3365886429	0.383786579	0.1569946594	0.3570959458	0.340966455
GSM63026	32	S_g30_cg GSM63024, GSM63025, GSM63026	Neuron	GabaVIPReln	Gaba	Gabaergic	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Cingulate Cortex	46-80	66	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3843940635	0.4614077682	0.1596585497	0.4259634634	0.3975187422	0.3341587145	0.3399802963	0.3707396097	0.4072270868	0.3609135373	0.2364879061	0.3822367723	0.4143327519	0.2006263643	0.3277010438	0.346889778
GSM63027	33	S_g30_si  GSM63027, GSM63028, GSM63029	Neuron	GabaVIPReln	Gaba	Gabaergic	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Somatosensory Cortex	46-80	67	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3607009402	0.4998208889	0.1674564529	0.5001277282	0.41835662	0.6281697757	0.3678247519	0.310985973	0.3997687246	0.3749322373	0.205496095	0.341286261	0.4108098419	0.4337839209	0.4887532125	0.3938848949
GSM63028	33	S_g30_si  GSM63027, GSM63028, GSM63029	Neuron	GabaVIPReln	Gaba	Gabaergic	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Somatosensory Cortex	46-80	67	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3395713184	0.5106109463	0.1496351019	0.5016833354	0.3979354805	0.5862497503	0.3235713156	0.3827828487	0.3659192481	0.3810318452	0.2187313972	0.3506942291	0.4214724857	0.2536258526	0.4153990178	0.3732609448
GSM63029	33	S_g30_si  GSM63027, GSM63028, GSM63029	Neuron	GabaVIPReln	Gaba	Gabaergic	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Somatosensory Cortex	46-80	67	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3165240364	0.4798586029	0.1616023063	0.4828948214	0.3993522609	0.6638086063	0.3600880306	0.3706607807	0.3618250726	0.406018597	0.1657213726	0.32936608	0.3499171416	0.2947528966	0.543314489	0.3790470063
GSM63018	34	S_gin_cg GSM63018, GSM63019, GSM63020	Neuron	GabaRelnCalb	Gaba	Gabaergic	GabaRelnCalb	GabaRelnCalb	GABAergic Interneurons, SST+	Cortex	Cingulate Cortex	46-80	68	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3589018524	0.4909860479	0.2045413503	0.5259685965	0.4611902674	0.5038897107	0.4858727252	0.3818485143	0.4245153907	0.3464370526	0.3622258225	0.4424262217	0.4230243149	0.2926614797	0.4605606758	0.4110033348
GSM63019	34	S_gin_cg GSM63018, GSM63019, GSM63020	Neuron	GabaRelnCalb	Gaba	Gabaergic	GabaRelnCalb	GabaRelnCalb	GABAergic Interneurons, SST+	Cortex	Cingulate Cortex	46-80	68	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3692759971	0.5147317707	0.1759633656	0.5502397704	0.4626858528	0.3911040802	0.3762841558	0.4120089496	0.419874892	0.3445241574	0.2812947208	0.3222249658	0.4266731803	0.2351770043	0.5209709242	0.3868689191
GSM63020	34	S_gin_cg GSM63018, GSM63019, GSM63020	Neuron	GabaRelnCalb	Gaba	Gabaergic	GabaRelnCalb	GabaRelnCalb	GABAergic Interneurons, SST+	Cortex	Cingulate Cortex	46-80	68	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3599809166	0.4508435697	0.1789409278	0.5423532473	0.4620176033	0.515356609	0.4631316068	0.4521566537	0.4251665831	0.3646593796	0.318015659	0.3732193989	0.4496400189	0.3225200106	0.4675233937	0.4097017052
GSM63015	35	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	GabaSSTReln	Gaba	Gabaergic	GabaSSTReln	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3487670949	0.3385401579	0.1797050787	0.5183159109	0.4117809501	0.4934986337	0.3552459733	0.3376890845	0.4303187928	0.3410172522	0.2489303026	0.3639290939	0.4522175465	0.2124695873	0.4892253591	0.3681100546
GSM63016	35	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	GabaSSTReln	Gaba	Gabaergic	GabaSSTReln	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.4329914153	0.3538675297	0.1967342975	0.5338248517	0.461769031	0.3711802334	0.3590052447	0.3015421232	0.4450894203	0.3694307644	0.2977621246	0.4002195754	0.4613541806	0.2320761042	0.4681199433	0.3789977893
GSM63017	35	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	GabaSSTReln	Gaba	Gabaergic	GabaSSTReln	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3873366811	0.3458578676	0.1969871505	0.5152963995	0.4638477469	0.3667630473	0.3964261575	0.2835900804	0.4189346846	0.4016636818	0.2519357843	0.370879091	0.4656091749	0.1837554419	0.48595298	0.3689890646
GSM63021	36	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3737985866	0.4522316313	0.1598113644	0.4414887501	0.422556176	0.3631813555	0.2871693315	0.3405411092	0.4017717461	0.3706700838	0.1933069137	0.3414709429	0.4356010795	0.2577715955	0.4259633819	0.3511556032
GSM63022	36	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3414637878	0.4139101567	0.2702931503	0.4452618191	0.4019070099	0.3707754494	0.3651470842	0.3339440657	0.3956863958	0.3977464127	0.2423921468	0.2871456972	0.3826895392	0.1996209932	0.4019229298	0.3499937759
GSM63023	36	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3281077416	0.4611524932	0.1205549666	0.4689025601	0.4360139833	0.4765721569	0.4053680119	0.3878213958	0.3975912602	0.390157182	0.2004498522	0.3055821663	0.409072548	0.1680145511	0.4368431651	0.3594802689
GSM63030	37	S_g42_lg: GSM63030, GSM63031, GSM63032	Neuron	GabaReln	Gaba	Gabaergic	GabaReln	GabaReln	GABAergic Interneurons, PV+	Thalamus	Thalamus (Lateral Geniculate Nucleus)	46-80	71	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2841482185	0.4103322847	0.1377179458	0.4442468849	0.4169306159	0.3142335447	0.2808486807	0.3799665933	0.3954924628	0.4144883218	0.1709108422	0.3850274065	0.4489043865	0.1692889794	0.4225581061	0.3383396849
GSM63031	37	S_g42_lg: GSM63030, GSM63031, GSM63032	Neuron	GabaReln	Gaba	Gabaergic	GabaReln	GabaReln	GABAergic Interneurons, PV+	Thalamus	Thalamus (Lateral Geniculate Nucleus)	46-80	71	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3563674848	0.2142384384	0.0965274984	0.4516154001	0.4242353803	0.3319100044	0.3492192029	0.3859841193	0.4019692837	0.3838346734	0.2194709908	0.3893125024	0.4441000313	0.1977969461	0.3396843552	0.3324177541
GSM63032	37	S_g42_lg: GSM63030, GSM63031, GSM63032	Neuron	GabaReln	Gaba	Gabaergic	GabaReln	GabaReln	GABAergic Interneurons, PV+	Thalamus	Thalamus (Lateral Geniculate Nucleus)	46-80	71	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3430392856	0.3746808026	0.1454802637	0.5068329728	0.4345347572	0.4918857852	0.3128438434	0.3971435823	0.4025038239	0.3293470824	0.2410968728	0.3613321515	0.5070678202	0.2032694379	0.3946914822	0.3630499976
GSM444355	38	S_g42_p15:v2_H34P13,v2_rhwj1,v2_rhwj2: GSM444355, GSM444356, GSM444357	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GABAergic Interneurons, PV+, P13-P15	Cortex	Somatosensory Cortex	14-35	15	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix 430 2.0	Okaty et al., 2009	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2879267765	0.5316302133	0.2940850053	0.4972295145	0.4246177775	0.6586582147	0.4918013169	0.4352599873	0.3748211106	0.3450274222	0.2863875498	0.3868698424	0.4169038261	0.2090423409	0.4474377172	0.4058465744
GSM444356	38	S_g42_p15:v2_H34P13,v2_rhwj1,v2_rhwj2: GSM444355, GSM444356, GSM444357	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GABAergic Interneurons, PV+, P13-P15	Cortex	Somatosensory Cortex	14-35	15	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix 430 2.0	Okaty et al., 2009	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2479540828	0.4969775407	0.1342144029	0.3240045652	0.3186093392	0.533982885	0.1786566711	0.4393770488	0.3363851654	0.4071408148	0.2318646825	0.3415111727	0.3103700808	0.3119630617	0.411239097	0.3349500407
